id,label,matcher,reason,content
harv_ev_nad_nad_recommends_reckitt_discontinue_certain_claims_th_2013_4363d2_0808,assessable_claim,misses,This is a self-contained advertising claim making a statement about the efficacy of certain air fresheners regarding germ killing.,"Air fresheners like Febreze smell nice, but aren’t approved to kill the germs that cause odors"
harv_ev_narb_narb_recommends_unilever_discontinue_claims_made_in__2017_233bf6_0811,not_a_claim,misses,"This is a slogan or an imperative, not a factual claim about a product's features or benefits that requires substantiation.",Let Your Senses Decide
harv_ev_narb_narb_recommends_healthy_directions_discontinue_certa_2013_49bc05_0815,fragment,fires,"This is a fragment. It describes a scope of action ('formulated to work throughout your entire body, in EVERY joint from your neck and shoulders to your toes') but is missing the product it refers to and the full context of the claim.","formulated to work throughout your entire body, in EVERY joint from your neck and shoulders to your toes"
harv_ev_nad_nad_refers_advertising_by_greenfiber_to_ftc_after_co_2013_e44e3f_0816,assessable_claim,fires,"This is a self-contained advertising claim that makes a specific, quantifiable assertion about fire resistance compared to another product. A compliance reviewer could assess this for substantiation.",Proven 57% More Fire Resistant vs. Fiberglass
harv_ev_caru_caru_recommends_stabenfeldt_modify_advertising_priva_2009_7e6fca_0825,assessable_claim,fires,"This is a complete advertising claim offering a specific deal for joining a book club, including a price and conditions. It is self-contained and assessable.",Special Offer for Girls who Love Horses & Ponies…Join the #1 Horse Book Club and get this Giant Welcome Package for just $1. Plus shipping and handling
harv_ev_nad_hydro_toys_discontinues_environmental_claims_for_wat_2015_062766_0828,assessable_claim,misses,This is a self-contained advertising claim about the environmental friendliness of a product. It is clear and assessable for substantiation.,Our water balloons . . . are environmentally friendly
harv_ev_nad_nad_reviews_advertising_claims_for_rental_carpet_cle_2013_f1e4ed_0829,fragment,misses,This is a rhetorical question that relies on visual or contextual information ('That' and 'This') to convey its meaning. It is not a self-contained claim.,Why Settle for That When You Can Rent This?
harv_ev_nad_nad_reviews_advertising_claims_for_rental_carpet_cle_2013_f1e4ed_0830,fragment,misses,This is a rhetorical question that relies on visual or contextual information ('that' and 'this') to convey its meaning. It is not a self-contained claim.,"Why use a brush like that, when you can use a brush like this?"
harv_ev_nad_nad_reviews_advertising_claims_for_rental_carpet_cle_2013_f1e4ed_0833,assessable_claim,fires,This is a self-contained comparative claim about the cost of other carpet cleaners. It is clear and assessable.,Other carpet cleaners can cost 3 times more
harv_ev_nad_nad_recommends_heartland_discontinue_99_natural_clai_2010_8c996b_0835,assessable_claim,misses,This is a self-contained advertising claim about the product being 'Natural!' and a 'No calorie Sweetener'. It is clear and assessable.,Natural! No calorie Sweetener
harv_ev_nad_nad_recommends_heartland_discontinue_99_natural_clai_2010_8c996b_0836,assessable_claim,misses,"This is a self-contained advertising claim describing the product as a 'natural sweetener that tastes like sugar, bakes like sugar, without the calories'. It is clear and assessable.","everyone loves IDEAL, the new natural sweetener that tastes like sugar, bakes like sugar, without the calories"
harv_ev_nad_nad_recommends_heartland_discontinue_99_natural_clai_2010_8c996b_0837,assessable_claim,misses,This is a self-contained advertising claim suggesting the product is an 'Ideal replacement in your sugar bowl' and encourages to 'Sweeten the natural way!'. It is clear and assessable.,Ideal replacement in your sugar bowl … Sweeten the natural way!
harv_ev_nad_nad_recommends_heartland_discontinue_99_natural_clai_2010_8c996b_0838,assessable_claim,fires,"This is a self-contained advertising claim that poses a question and then provides an answer, 'More than 99% natural', which is a direct claim about the product's composition. It is assessable.",What makes Ideal different than the other no calorie sweeteners on the market currently? … More than 99% natural
harv_ev_nad_nad_recommends_heartland_discontinue_99_natural_clai_2010_8c996b_0839,assessable_claim,fires,"This is a direct, quantifiable claim about the product's natural content. It is self-contained and assessable.",more than 99% natural
harv_ev_nad_nad_reviews_advertising_for_dr_franks_s_joint_relief_2008_e6c113_0840,not_a_claim,misses,This appears to be a product name or a descriptive title rather than an advertising claim. It doesn't make a promise or assertion that needs substantiation.,Dr. Frank’s Joint Pain Relief for Dogs and Cats
harv_ev_nad_nad_reviews_advertising_for_dr_franks_s_joint_relief_2008_e6c113_0841,assessable_claim,misses,This is a self-contained advertising claim describing a process and its outcome ('the pain stops everywhere – it’s that simple'). It is clear and assessable.,"You spray, your pet drinks, and the pain stops everywhere – it’s that simple"
harv_ev_nad_nad_reviews_advertising_for_dr_franks_s_joint_relief_2008_e6c113_0842,assessable_claim,misses,This is a self-contained advertising claim describing a process and its outcome ('they live pain free'). It is clear and assessable.,"You spray, your pet drinks, and they live pain free"
harv_ev_nad_nad_reviews_advertising_for_dr_franks_s_joint_relief_2008_e6c113_0843,assessable_claim,misses,This is a self-contained advertising claim stating the product is 'specially formulated to stop joint pain'. It is clear and assessable.,Dr. Frank’s Joint Pain Relief for Dogs & Cats is specially formulated to stop joint pain
harv_ev_nad_nad_reviews_advertising_for_dr_franks_s_joint_relief_2008_e6c113_0844,assessable_claim,misses,This is a self-contained advertising claim describing the product's effect ('stops the pain...watch them run...stop limping'). It is clear and assessable.,"stops the pain of your dog or cat …watch them run up the stairs, run on the beach and stop limping"
harv_ev_nad_nad_recommends_murad_modify_environmental_shield_cla_2014_c9dd9c_0845,assessable_claim,fires,"This is a self-contained advertising claim with a specific, quantifiable assertion about fading spots and a timeframe. It is clear and assessable.",Clinically proven to fade spots by 33% in just one week
harv_ev_nad_nad_body_armor_sports_drinks_claims_2020_4524b7_0847,assessable_claim,fires,This is a self-contained comparative claim about the number of natural ingredients. It is clear and assessable.,More Natural Ingredients than Gatorade Thirst Quencher & Gatorade Zero
harv_ev_nad_nad_finds_plz_s_world_s_best_glass_cleaner_claim_to__2017_3b747c_0852,assessable_claim,misses,This is a self-contained factual claim about the product's origin and manufacturing history. It is assessable for accuracy.,Made in the USA since 1947
harv_ev_nad_nad_refers_advertising_claims_by_capillus_inc_to_ftc_2018_93fcfc_0854,assessable_claim,fires,"This is a self-contained advertising claim about the product's effectiveness in regrowing hair, supported by a 'clinically proven' assertion. It is clear and assessable.",Clinically proven to regrow hair
harv_ev_nad_nad_refers_advertising_claims_by_capillus_inc_to_ftc_2018_93fcfc_0855,assessable_claim,misses,This is a self-contained advertising claim about the product's preference among doctors worldwide. It is clear and assessable.,preferred choice of doctors worldwide
harv_ev_nad_nad_capital_one_commercials_2020_734564_0859,assessable_claim,misses,"This is a self-contained claim about a specific financial benefit ('redeemed $115,000 dollars in cash back') and its impact. It is assessable for accuracy.","I redeemed $115,000 dollars in cash back in just one year, which doubled our marketing budget last summer"
harv_ev_nad_nad_examines_advertising_from_intelligent_beauty_2007_86cba1_0861,assessable_claim,misses,This is a self-contained advertising claim promising the elimination of 'DARK CIRCLES & CROW’S FEET'. It is clear and assessable.,NO MORE DARK CIRCLES & CROW’S FEET
harv_ev_nad_nad_recommends_internet_order_modify_discontinue_cer_2013_1eae0f_0863,assessable_claim,fires,"This is a self-contained advertising claim with a specific, quantifiable promise about learning a language in a set timeframe. It is clear and assessable.",Learn a language in 10 days with Pimsleur
harv_ev_nad_nad_recommends_internet_order_modify_discontinue_cer_2013_1eae0f_0864,assessable_claim,fires,This is a self-contained advertising claim about the ease and method of language absorption. It is clear and assessable.,"You’ll absorb your new language effortlessly without any reading, writing or computer use"
harv_ev_nad_nad_recommends_internet_order_modify_discontinue_cer_2013_1eae0f_0867,assessable_claim,fires,This is a self-contained advertising claim that promises a specific outcome within a timeframe.,learn a language in 10 days
harv_ev_nad_nad_infinity_superfoods_covid_19_post_2020_9e54fd_0869,fragment,fires,This phrase is incomplete and requires context to understand what 'is needed more than ever'.,now is needed more than ever
harv_ev_caru_caru_recommends_ontel_modify_ad_claims_for_dream_lit_2013_36f4b2_0872,assessable_claim,misses,This is a self-contained claim about promoting a restful night's sleep.,promote a restful night’s sleep
harv_ev_nad_nad_recommends_kimberly_clark_modify_discontinue_cer_2018_6f9001_0873,assessable_claim,fires,This is a comparative claim about being the 'fastest growing brand in hospitals'.,fastest growing brand in hospitals
harv_ev_nad_nad_matys_cough_products_claims_2020_27afd5_0884,assessable_claim,misses,This is a self-contained claim about the product's function to clear mucus.,"works to . . . clear troublesome mucus due to dry, irritated throats"
harv_ev_nad_nad_matys_cough_products_claims_2020_27afd5_0885,not_a_claim,misses,"This is a general statement or slogan, not a specific advertising claim about a product's performance or characteristics.",feeling better should always be this simple
harv_ev_nad_nad_matys_cough_products_claims_2020_27afd5_0886,assessable_claim,misses,This is a self-contained claim about the product's ability to ease cold symptoms.,helps ease common cold symptoms
harv_ev_nad_nad_matys_cough_products_claims_2020_27afd5_0887,fragment,misses,This is an incomplete phrase. 'Great for' needs to be followed by what it is great for in an advertising context to be a full claim.,"great for . . . colds, allergies"
harv_ev_caru_caru_recommends_mga_entertainment_modify_packaging_f_2012_97dbf8_0890,assessable_claim,misses,This is a quantifiable claim about a product feature: 'Now with 100s of poses'.,Now with 100s of poses
harv_ev_nad_social_media_post_implying_continual_g_glutathione_e_2020_92b78f_0892,assessable_claim,misses,This is a direct claim linking glutathione to strong immunity.,Strong IMMUNITY Needs Glutathione
harv_ev_nad_social_media_post_implying_continual_g_glutathione_e_2020_92b78f_0893,not_a_claim,fires,"This is a general statement about the importance of immunity, not a specific claim about a product or service.",Building your immunity during these times is more important than ever
harv_ev_nad_nad_recommends_transfair_modify_language_accompanyin_2011_cef65a_0896,assessable_claim,fires,This is a specific claim about the certification of ingredients.,Fair Trade Certified Ingredients
harv_ev_nad_nad_recommends_transfair_modify_language_accompanyin_2011_cef65a_0897,not_a_claim,fires,"This appears to be a heading or a descriptive label for a product, not an advertising claim about its performance or benefits.",Fair Trade Product of the Week
harv_ev_nad_nad_recommends_transfair_modify_language_accompanyin_2011_cef65a_0898,assessable_claim,fires,This is a specific claim about the certification of an ingredient.,Fair Trade Certified Ingredient
harv_ev_nad_nad_recommends_transfair_modify_language_accompanyin_2011_cef65a_0899,assessable_claim,fires,This is a claim about the product's ability to 'help change the world' and being 'four of the best body care products on earth'.,help change the world with four of the best body care products on earth
harv_ev_nad_nad_recommends_capillus_discontinue_certain_claims_f_2017_2be56f_0900,assessable_claim,fires,This is a self-contained claim about the product's ability to prevent hair loss and regrow hair.,Capillus laser therapy caps prevent progression of hair loss and regrow thinning hair in a dignified manner
harv_ev_nad_nad_recommends_capillus_discontinue_certain_claims_f_2017_2be56f_0901,assessable_claim,fires,This is a comparative claim highlighting the product's ease of use and preference by doctors.,"Unlike laser comb devices, Capillus lasers require no effort from the user – making it a preferred choice of doctors worldwide"
harv_ev_nad_nad_recommends_new_nordic_discontinue_challenged_cla_2015_5fc8aa_0907,assessable_claim,misses,This is a self-contained claim about reducing wrinkle formation.,reduces the formation of wrinkles
harv_ev_nad_nad_recommends_new_nordic_discontinue_challenged_cla_2015_5fc8aa_0910,assessable_claim,misses,This is a self-contained claim about reducing the formation of new wrinkles.,Helps reduce the formation of new wrinkles
harv_ev_nad_nad_recommends_new_nordic_discontinue_challenged_cla_2015_5fc8aa_0911,assessable_claim,fires,This is a self-contained claim about promoting collagen formation.,Promotes the skin’s own formation of collagen
harv_ev_nad_nad_recommends_health_club_diet_llc_discontinue_heal_2018_67ff79_0912,assessable_claim,misses,"This is a comprehensive claim about the product's natural composition, patented technology, and effects on male desire, firmness, stamina, and sensitivity.","Androzene is an all-natural scientific breakthrough that uses patented technology to increase a man’s desire, firmness, stamina, and sensitivity"
harv_ev_nad_nad_recommends_comcast_discontinue_certain_comparati_2012_16b8fc_0913,assessable_claim,misses,This is a direct comparative claim between two services.,"U-VERSE can’t, XFINITY CAN"
harv_ev_nad_nad_recommends_comcast_discontinue_certain_comparati_2012_16b8fc_0914,assessable_claim,misses,This is a descriptive claim about the type of network.,advanced fiber optic network
harv_ev_nad_supplements_maker_legacy_labs_says_it_will_permanent_2016_41b621_0915,assessable_claim,misses,"This is a detailed claim about the product's formula and its benefits for learning, memory, focus, and concentration.","Cognitine contains a powerful, synergistic formula of nine heavily researching ingredients that support learning, memory, focus, and concentration"
harv_ev_nad_certain_advertising_claims_iq_natural_flooring_disco_2020_623131_0917,assessable_claim,misses,This is a specific claim about the product being the 'first homogeneous vinyl flooring made with 75% natural and renewable raw materials'.,iQ Natural is the first homogeneous vinyl flooring made with 75% natural and renewable raw materials
harv_ev_nad_nad_finds_t_mobile_took_necessary_proper_action_in_d_2012_22e018_0918,assessable_claim,misses,This is a self-contained advertising claim that can be assessed for truthfulness.,America’s Largest 4G Network
harv_ev_nad_nad_refers_advertising_for_phytozon_to_ftc_for_furth_2015_08b793_0919,assessable_claim,misses,This is a self-contained advertising claim about a health benefit.,Helped Manage My Breast Cancer
harv_ev_nad_nad_refers_advertising_for_phytozon_to_ftc_for_furth_2015_08b793_0920,assessable_claim,misses,This is a self-contained advertising claim about a health benefit.,Helped with my Macular Degeneration
harv_ev_nad_i_health_culturelle_probiotic_2018_e14a29_0923,fragment,fires,The claim 'most clinically proven effective' is incomplete without knowing what it is being compared to or what it is effective for.,most clinically proven effective
harv_ev_nad_i_health_culturelle_probiotic_2018_e14a29_0926,assessable_claim,fires,This is a self-contained advertising claim about health benefits.,"helps with occasional digestive upset, including diarrhea, gas and bloating"
harv_ev_nad_i_health_culturelle_probiotic_2018_e14a29_0927,assessable_claim,fires,This is a self-contained advertising claim about the product's uniqueness and benefits.,it’s the only one you need to help support good digestion and immune health
harv_ev_narb_narb_recommends_energybits_discontinue_health_relate_2019_d49ed6_0931,assessable_claim,fires,"This is a self-contained advertising claim, albeit an unusual one, that can be assessed for truthfulness.",Want to repair the ozone layer? Eat our algae tabs!
harv_ev_nad_nad_recommends_carma_laboratories_discontinue_certai_2018_fc75ec_0933,fragment,misses,This is a slogan or tagline that is too vague to be assessed as a standalone claim without context of what is 'less sore' and 'more smile'.,Less sore. More smile
harv_ev_nad_nad_recommends_carma_laboratories_discontinue_certai_2018_fc75ec_0934,assessable_claim,misses,This is a self-contained advertising claim about the product's effects.,Carmex Cold Sore Treatment helps minimize the appearance of sores while it helps promote healing
harv_ev_nad_nad_recommends_carma_laboratories_discontinue_certai_2018_fc75ec_0935,assessable_claim,misses,This is a self-contained advertising claim about the product's efficacy and speed.,Carmex Cold Sore Treatment works on contact to provide immediate results
harv_ev_nad_nad_recommends_comcast_discontinue_unqualified_faste_2012_8d6bad_0936,fragment,fires,The claim 'fastest in the nation' is incomplete without specifying what is fastest.,fastest in the nation
harv_ev_nad_nad_recommends_comcast_discontinue_unqualified_faste_2012_8d6bad_0937,assessable_claim,fires,This is a self-contained advertising claim about being the fastest internet service provider.,fastest Internet service provider in the nation
harv_ev_nad_nad_recommends_comcast_discontinue_unqualified_faste_2012_8d6bad_0938,assessable_claim,fires,This is a self-contained advertising claim comparing internet providers and stating XFINITY was rated fastest.,"FiOS Does Not Live up to Expectations….With Speeds of Up to 105 Mbps, XFINITY was rated as the fastest Internet provider in the nation by PC Magazine"
harv_ev_narb_narb_recommends_goya_discontinue_claim_that_excelsio_2019_c581c9_0941,assessable_claim,misses,"This is a self-contained advertising claim in Spanish, stating 'The favorite pasta of Puerto Rico'.",La pasta favorita de Puerto Rico
harv_ev_nad_nad_refers_claims_made_for_cold_turkey_tea_to_ftc_fo_2009_c6e533_0942,assessable_claim,fires,This is a self-contained advertising claim with a specific guarantee and benefit.,Guaranteed to reduce nicotine withdrawal symptoms by up to 100% or your money back!
harv_ev_nad_nad_refers_claims_made_for_cold_turkey_tea_to_ftc_fo_2009_c6e533_0943,assessable_claim,fires,This is a self-contained advertising claim explaining the mechanism and benefits of the product.,"Our perfect blend of Cold Turkey tea contains alkaloids which specifically bind to the nicotine receptors, thus reducing, and in some cases elimination, nicotine withdrawal symptoms"
harv_ev_nad_nad_finds_no_high_fructose_corn_syrup_claim_alongsid_2019_cc5d5a_0945,assessable_claim,misses,This is a self-contained comparative advertising claim.,Moms prefer Hellmann’s over Heinz
harv_ev_nad_nad_finds_no_high_fructose_corn_syrup_claim_alongsid_2019_cc5d5a_0948,assessable_claim,fires,This is a self-contained comparative advertising claim.,Moms prefer to serve their children Hellmann’s Real Ketchup over Heinz Original Ketchup
harv_ev_nad_nad_refers_comparative_pricing_claims_made_by_total__2017_b2b4b1_0950,assessable_claim,misses,"This is a self-contained advertising claim, implying better prices than a competitor.",Don’t Paymo at BevMo
harv_ev_nad_nad_refers_comparative_pricing_claims_made_by_total__2017_b2b4b1_0951,assessable_claim,misses,This is a self-contained comparative advertising claim about pricing.,everyday low prices crush BevMo’s sale prices
harv_ev_nad_nad_recommends_church_dwight_discontinue_certain_cla_2014_8f4e79_0952,not_a_claim,misses,"This appears to be a product name and a descriptive feature, not a claim about its performance or benefits.",Arm & Hammer Sensitive Skin 4x Concentrated
harv_ev_nad_nad_recommends_national_media_group_discontinue_chal_2017_d95599_0957,assessable_claim,fires,This is a self-contained comparative advertising claim about pain relief strength.,Pain relief 48 time stronger than morphine
harv_ev_nad_nad_recommends_national_media_group_discontinue_chal_2017_d95599_0958,assessable_claim,fires,This is a self-contained comparative advertising claim about duration of effect.,Lasts 26 times longer than 10 popular pain drugs
harv_ev_nad_nad_recommends_national_media_group_discontinue_chal_2017_d95599_0959,assessable_claim,fires,This is a self-contained comparative advertising claim about duration of effect.,Lasted 26 times longer than 10 popular pain drugs
harv_ev_nad_nad_recommends_national_media_group_discontinue_chal_2017_d95599_0960,assessable_claim,misses,This is a self-contained advertising claim about the duration of relief.,Relief lasted 5 days after one dose
harv_ev_nad_nad_recommends_national_media_group_discontinue_chal_2017_d95599_0961,assessable_claim,fires,This is a complete and self-contained advertising claim about a product's efficacy.,Neurocet helps you get rid of pain all over your body
harv_ev_nad_nad_recommends_national_media_group_discontinue_chal_2017_d95599_0962,assessable_claim,misses,"This is a quantifiable claim about an increase in flexibility and movement, which is assessable.",Amazing 71.3% increase in flexibility and movement
harv_ev_nad_advertising_claims_about_insulin_sensitivity_other_h_2018_45c169_0963,assessable_claim,misses,"This is a specific, quantifiable claim about a product's effect on insulin sensitivity.",increased the insulin sensitivity by 38%
harv_ev_nad_nad_recommends_vogue_change_product_names_for_certai_2015_24f501_0965,not_a_claim,misses,"This appears to be a product name or description, not a claim about its performance or benefits.",Renewing Shampoo with Argan Oil
harv_ev_nad_nad_recommends_charter_modify_comparative_advertisin_2020_d29fc6_0966,assessable_claim,misses,"This is a comparative claim about a competitor's inability to keep up, which is assessable.",AT&T/DirecTV simply can’t keep up
harv_ev_nad_nad_recommends_charter_modify_comparative_advertisin_2020_d29fc6_0967,assessable_claim,fires,"This is a comparative claim stating superiority over competition, which is assessable.",Spectrum beats the competition
harv_ev_nad_native_advertising_nad_reviews_joyus_product_videos__2016_aa9bb2_0971,assessable_claim,fires,This is a clear claim about the product's immediate effect on wrinkles.,Instant Wrinkle Relaxing Cream
harv_ev_nad_native_advertising_nad_reviews_joyus_product_videos__2016_aa9bb2_0972,assessable_claim,misses,"This is a comparative claim implying the product has effects similar to Botox, which is assessable.",Botox in a bottle
harv_ev_nad_native_advertising_nad_reviews_joyus_product_videos__2016_aa9bb2_0973,assessable_claim,fires,"This is a specific, time-bound claim about achieving younger-looking skin.",Younger looking skin in just 60 seconds
harv_ev_nad_nad_recommends_great_healthworks_modify_discontinue__2015_dbfd8e_0982,assessable_claim,misses,This is a claim about the product's potency and the small dose required for effectiveness.,Omega XL is so potent it requires only a very small dose to be effective
harv_ev_nad_nad_recommends_sanderson_farms_discontinue_claims_ab_2017_6e09e4_0986,assessable_claim,misses,"This is a claim about a competitor's pricing strategy being a 'trick' to charge more, which is assessable.",just a trick to get you to pay more money
harv_ev_nad_nad_recommends_sanderson_farms_discontinue_claims_ab_2017_6e09e4_0987,assessable_claim,misses,"This is a critical, comparative claim about a competitor's advertising lacking substance.",full of hot air and doesn’t say much
harv_ev_nad_nad_recommends_nordic_us_discontinue_certain_claims__2013_99a34d_0988,assessable_claim,misses,"This is a detailed claim about the product's composition, innovation, and reinvention of a product category.","Hair Volume is based on vitamins, minerals and innovative hair growth from apples. The composition is a unique innovation and reinvention of the old hair, skin and nail tablet"
harv_ev_nad_nad_recommends_nordic_us_discontinue_certain_claims__2013_99a34d_0989,assessable_claim,misses,This is a clear claim about the product's benefit of strengthening hair and its ingredients.,"Strengthens your hair. With hair growth factors and minerals for hair follicles, skin and nails"
harv_ev_nad_nad_recommends_changes_to_at_t_s_get_rid_of_fees_adv_2019_557f15_0991,assessable_claim,fires,"This is a direct claim about eliminating fees, which is assessable.",get rid of fees
harv_ev_nad_nad_recommends_changes_to_at_t_s_get_rid_of_fees_adv_2019_557f15_0993,assessable_claim,misses,"This is a clear claim about price transparency, which is assessable.",price you see is the price you pay
harv_ev_nad_nad_recommends_charter_discontinue_one_version_of_mo_2018_be3be9_0995,assessable_claim,misses,"This is a comparative claim contrasting the reliability of different TV services, which is assessable.",TV that cuts out in the rain is evil. Spectrum is reliable. Satellite TV Bad. Spectrum Good
harv_ev_nad_nad_recommends_charter_discontinue_one_version_of_mo_2018_be3be9_0996,fragment,misses,This phrase is incomplete and lacks context to be a self-contained claim. It implies something 'went out' but doesn't specify what or why it's a claim.,went out in the rain
harv_ev_nad_nad_recommends_charter_discontinue_one_version_of_mo_2018_be3be9_0997,fragment,misses,This phrase is incomplete and lacks context to be a self-contained claim. It implies something 'went out' but doesn't specify what or why it's a claim.,"went out in the rain, again"
harv_ev_nad_nad_recommends_charter_discontinue_one_version_of_mo_2018_be3be9_0999,assessable_claim,misses,"This is a specific claim about a 'Satellite dish' failing in the rain, which is assessable as a comparative claim.",Satellite dish went out in the rain. Again
harv_ev_nad_nad_recommends_charter_discontinue_one_version_of_mo_2018_be3be9_1000,fragment,misses,"This phrase is incomplete. It implies something 'doesn't always work' but doesn't specify what 'it' refers to, making it a fragment.",doesn’t always work in the rain
harv_ev_nad_nad_recommends_meda_modify_discontinue_certain_claim_2013_816c62_1001,assessable_claim,misses,"This is a unique selling proposition claiming to be the 'only one' for specific pain-related sleep issues, which is assessable.",MidNite PM: The only one you can take when pain keeps you up or wakes you in the night
harv_ev_nad_nad_recommends_meda_modify_discontinue_certain_claim_2013_816c62_1002,assessable_claim,fires,This is a clear claim about the product's dual benefits for sleep and pain management.,Promotes healthy sleep and manages minor pain
harv_ev_nad_nad_reviews_claims_for_dyson_hot_cool_link_cool_link_2018_1c331c_1005,assessable_claim,misses,"This is a comparative claim about other purifiers' inability to trap pollutants effectively, which is assessable.","Other purifiers can struggle to trap pollutants, releasing them back into the room"
harv_ev_nad_strivectin_revises_disclosure_in_print_ad_in_respons_2015_d3793d_1006,assessable_claim,misses,"This is a comparative claim about the product's brightening capabilities being superior ('light years ahead'), which is assessable.",Brightening That’s Light Years Ahead
harv_ev_narb_narb_recommends_colgate_discontinue_certain_advertis_2012_928ef8_1016,assessable_claim,fires,This is a self-contained advertising claim that makes a comparative performance statement.,Clinically Proven Better than the leading sensitivity toothpaste
harv_ev_nad_nad_finds_supported_certain_advertising_claims_for_s_2020_0eabfb_1017,assessable_claim,misses,This is a self-contained advertising claim about the scope of protection.,"Protects every door, room, window"
harv_ev_nad_nad_finds_supported_certain_advertising_claims_for_s_2020_0eabfb_1018,assessable_claim,misses,This is a self-contained advertising claim about the types of protection offered.,"Protects against intruders, fires, water damage, and more"
harv_ev_nad_nad_finds_supported_certain_advertising_claims_for_s_2020_0eabfb_1019,assessable_claim,fires,This is a self-contained advertising claim about the system's readiness for attacks.,Prepared for the unexpected – Someone attacks the system? SimpliSafe is ready
harv_ev_nad_nad_finds_supported_certain_advertising_claims_for_s_2020_0eabfb_1020,assessable_claim,fires,This is a self-contained advertising claim about the quality of the monitoring service.,Our monitoring service was named the best in the industry
harv_ev_nad_nad_finds_supported_certain_advertising_claims_for_s_2020_0eabfb_1021,assessable_claim,misses,"This is a self-contained advertising claim, presented as a testimonial, about the product's effectiveness in catching criminals.",We use it to catch criminals. My force used SimpliSafe to stop a serial burglary ring. It still helps us catch criminals in the act today
harv_ev_nad_nad_finds_supported_certain_advertising_claims_for_s_2020_0eabfb_1022,assessable_claim,misses,This is a self-contained advertising claim about the product's range compared to competitors.,Unparalleled range. Most wireless security systems can’t cover your house. Ours can – up to 1000ft. range
harv_ev_nad_primal_nutrition_participates_in_nad_forum_2007_82a2a5_1024,fragment,misses,"This is a comparative claim but lacks the object of comparison, making it a fragment.",Nothing else comes close
harv_ev_nad_nad_clorox_disinfecting_claims_2014_5f41d1_1025,assessable_claim,misses,This is a self-contained advertising claim about efficiency in disinfecting.,"Disinfect more, with less"
harv_ev_nad_nad_finds_lifes2good_can_support_certain_claims_for__2015_abc525_1027,assessable_claim,fires,This is a self-contained advertising claim about a clinically proven solution for hair.,"Discover the clinically proven answer to thicker, fuller hair"
harv_ev_nad_nad_finds_lifes2good_can_support_certain_claims_for__2015_abc525_1028,assessable_claim,misses,This is a self-contained advertising claim about promoting hair growth.,Promotes Existing Hair Growth
harv_ev_nad_nad_finds_lifes2good_can_support_certain_claims_for__2015_abc525_1030,assessable_claim,misses,This is a self-contained advertising claim about the benefits of Viviscal hair vitamins.,Viviscal hair vitamins promote existing hair growth and help to reduce hair shedding
harv_ev_nad_nad_finds_zadro_can_support_certain_advertising_clai_2012_6d473f_1034,assessable_claim,misses,This is a self-contained advertising claim about the product's effectiveness against microorganisms.,"Nano-UV Wand kills 99.9% of bacteria, germs, viruses on surfaces"
harv_ev_nad_nad_finds_zadro_can_support_certain_advertising_clai_2012_6d473f_1035,assessable_claim,fires,This is a self-contained advertising claim about the product's proven effectiveness and method of action.,"Proven effective by independent laboratories, the Nano-UV Disinfectant Wand destroys all kinds of different microorganisms without the use of harmful chemical disinfectants or sprays"
harv_ev_nad_nad_finds_zadro_can_support_certain_advertising_clai_2012_6d473f_1036,fragment,misses,This phrase is incomplete and lacks context to be a self-contained claim.,keep you and your family healthy
harv_ev_nad_nad_reviews_summit_vetpharm_s_claims_following_bayer_2008_2776e5_1039,assessable_claim,fires,This is a self-contained comparative advertising claim.,Vectra 3D outperforms the competition
harv_ev_nad_nad_nurture_baby_food_claims_2014_ecda87_1041,assessable_claim,misses,This is a self-contained advertising claim about the ingredients of Happy Family products.,"Happy Family products do not contain any artificial colors or flavors, artificial additives, or artificial preservatives"
harv_ev_nad_nad_recommends_silver_star_brands_discontinue_all_ch_2015_c558e6_1042,not_a_claim,misses,"This appears to be a product name, not an advertising claim.",Native Remedies A+ TestCalmer
harv_ev_nad_nad_recommends_silver_star_brands_discontinue_all_ch_2015_c558e6_1043,assessable_claim,misses,This is a self-contained advertising claim about the benefits of the herbal supplement.,Herbal supplement for a calm mood and memory function during test taking
harv_ev_nad_nad_recommends_silver_star_brands_discontinue_all_ch_2015_c558e6_1044,assessable_claim,fires,"This is a self-contained advertising claim, presented as a testimonial, about the product's effectiveness.",A+ TestCalmer has reduced the pre-test (jitters) in my household tremendously…and their grades have even improved! I will be ordering from you again!
harv_ev_nad_nad_recommends_dyson_modify_suction_claims_challenge_2018_dc6adf_1045,assessable_claim,misses,This is a self-contained advertising claim stating a specific performance metric.,Suction power … 115 AW
harv_ev_nad_nad_recommends_dyson_modify_suction_claims_challenge_2018_dc6adf_1046,assessable_claim,misses,This is a self-contained advertising claim stating a specific performance metric.,Runtime … 40 mins
harv_ev_nad_nad_recommends_dyson_modify_suction_claims_challenge_2018_dc6adf_1047,assessable_claim,fires,This is a self-contained advertising claim about the product's air purification capabilities.,Captures allergens and expels cleaner air than the air you breathe
harv_ev_nad_nad_recommends_bayer_discontinue_comparative_superio_2019_ef44a0_1048,assessable_claim,fires,This is a self-contained comparative advertising claim about pain relief.,Proven Better on Pain than Tylenol Extra Strength
harv_ev_nad_nad_recommends_bayer_discontinue_comparative_superio_2019_ef44a0_1049,assessable_claim,fires,This is a self-contained comparative advertising claim about pain relief.,Proven Better on Pain than Tylenol
